index	language	glottocode	iso	word_forms	colexification_type	source_domain	target_domain	source_concept_ID	target_concept_ID	source_concept_definition	target_concept_definition	source_translation_in_English	target_translation_in_English	macro_area	language_family	latitude	longitude
10408	Dutch	dutc1256	nld	draad	full	substance	artifact	n14866889	n04426788	a slender and greatly elongated solid substance	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	fiber	thread	Eurasia	Indo-European	52	5
10409	Romanian	roma1327	ron	fibră	full	substance	artifact	n14866889	n04426788	a slender and greatly elongated solid substance	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	fiber	thread	Eurasia	Indo-European	46.3913	24.2256
10410	Hungarian	hung1274	hun	fonál	full	substance	artifact	n14866889	n04426788	a slender and greatly elongated solid substance	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	fiber	thread	Eurasia	Uralic	46.9068585714	19.6555271429
10411	Kashmiri	kash1277	kas	داو	full	substance	artifact	n14866889	n04426788	a slender and greatly elongated solid substance	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	fiber	thread	Eurasia	Indo-European	34.166825	74.330455
10412	Tswana	tswa1253	tsn	tlhale	full	substance	artifact	n14866889	n04426788	a slender and greatly elongated solid substance	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	fiber	thread	Africa	Atlantic-Congo	-24.368	24.7587
10413	Bulgarian	bulg1262	bul	нишка	full	substance	artifact	n14866889	n04426788	a slender and greatly elongated solid substance	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	fiber	thread	Eurasia	Indo-European	43.3646	25.047
10414	Sanskrit	sans1269	san	तन्तुः	full	substance	artifact	n14866889	n04426788	a slender and greatly elongated solid substance	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	fiber	thread	Eurasia	Indo-European	20	77
10415	Tamil	tami1289	tam	நூல்	full	substance	artifact	n14866889	n04426788	a slender and greatly elongated solid substance	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	fiber	thread	Eurasia	Dravidian	10.520219	78.825989
10416	Russian	russ1263	rus	нить	full	substance	artifact	n14866889	n04426788	a slender and greatly elongated solid substance	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	fiber	thread	Eurasia	Indo-European	59	50
10417	Romanian	roma1327	ron	fir	full	substance	artifact	n14959234	n04426788	derived from plants or animals	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	natural fibre	thread	Eurasia	Indo-European	46.3913	24.2256
10418	Romanian	roma1327	ron	fibră	full	substance	artifact	n14959234	n04426788	derived from plants or animals	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	natural fibre	thread	Eurasia	Indo-European	46.3913	24.2256
10419	Romanian	roma1327	ron	fir	full	substance	artifact	n14959644	n04426788	fiber derived from plants	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	plant fiber	thread	Eurasia	Indo-European	46.3913	24.2256
10420	Portuguese	port1283	por	lã	full	substance	artifact	n15104217	n04426788	fiber sheared from animals (such as sheep) and twisted into yarn for weaving	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	wool	thread	Eurasia	Indo-European	39.91	-8.1
10421	Oirad-Kalmyk-Darkhat	kalm1243	xal	утцн	full	substance	artifact	n15104217	n04426788	fiber sheared from animals (such as sheep) and twisted into yarn for weaving	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	wool	thread	Eurasia	Mongolic-Khitan	46.566667	45.316667
10422	Icelandic	icel1247	isl	ull ; ullarband	partial	substance	artifact	n15104217	n04426788	fiber sheared from animals (such as sheep) and twisted into yarn for weaving	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	wool	thread	Eurasia	Indo-European	63.4837	-19.0212
10424	Spanish	stan1288	spa	hilo ; hilar	partial	object	action	n04426788	v00954038	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	tell or spin a yarn	thread	yarn	Eurasia	Indo-European	40.4414	-1.11788
10426	Assamese	assa1263	asm	সূতা ; সূতা কটা	partial	object	action	n04426788	v01518772	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	work natural fibers into a thread	thread	spin	Eurasia	Indo-European	26.0876	91.2932
10427	Bengali	beng1280	ben	সুতো ; সুতো পাকানো	partial	object	action	n04426788	v01518772	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	work natural fibers into a thread	thread	spin	Eurasia	Indo-European	24	90
10428	Kannada	nucl1305	kan	ನೂಲು ; ನೂಲು ತೆಗೆ	partial	object	action	n04426788	v01518772	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	work natural fibers into a thread	thread	spin	Eurasia	Dravidian	13.5878	76.1198
10429	Spanish	stan1288	spa	hilo ; hilar	partial	object	action	n04426788	v01518772	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	work natural fibers into a thread	thread	spin	Eurasia	Indo-European	40.4414	-1.11788
10430	Italian	ital1282	ita	filo ; filare	partial	object	action	n04426788	v01518772	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	work natural fibers into a thread	thread	spin	Eurasia	Indo-European	43.0464	12.6489
10431	Catalan	stan1289	cat	fil ; filar	partial	object	action	n04426788	v01518772	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	work natural fibers into a thread	thread	spin	Eurasia	Indo-European	41.453	1.569
10432	Malayalam	mala1464	mal	നൂല് ; നൂല്ക്കുക	partial	object	action	n04426788	v01518772	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	work natural fibers into a thread	thread	spin	Eurasia	Dravidian	9.59208	76.7651
10433	Telugu	telu1262	tel	నూలు ; నూలువడుకు	partial	object	action	n04426788	v01518772	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	work natural fibers into a thread	thread	spin	Eurasia	Dravidian	16.4529	78.7024
10434	Telugu	telu1262	tel	నూలు ; నూలుతీయు	partial	object	action	n04426788	v01518772	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	work natural fibers into a thread	thread	spin	Eurasia	Dravidian	16.4529	78.7024
10435	Telugu	telu1262	tel	నూలు ; నూలుచుట్టు	partial	object	action	n04426788	v01518772	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	work natural fibers into a thread	thread	spin	Eurasia	Dravidian	16.4529	78.7024
10438	English	stan1293	eng	throne ; enthrone	partial	instrument	action	n04429376	v02391193	the chair of state of a monarch, bishop, etc.	put a monarch on the throne	throne	enthrone	Africa;Eurasia;South America	Indo-European	53	-1
10439	Slovenian	slov1268	slv	prestol ; prestolovati	partial	instrument	action	n04429376	v02391193	the chair of state of a monarch, bishop, etc.	put a monarch on the throne	throne	enthrone	Eurasia	Indo-European	46.2543	14.7766
10440	Romanian	roma1327	ron	tron ; întrona	partial	instrument	action	n04429376	v02391193	the chair of state of a monarch, bishop, etc.	put a monarch on the throne	throne	enthrone	Eurasia	Indo-European	46.3913	24.2256
10443	Thai	thai1261	tha	บัลลังก์ ; นั่งบัลลังก์	partial	instrument	action	n04429376	v02564546	the chair of state of a monarch, bishop, etc.	sit on the throne as a ruler	throne	throne	Eurasia	Tai-Kadai	14.192	100.671
10447	English	stan1293	eng	tack ; thumbtack	partial	instrument	action	n04431745	v01357656	a tack for attaching papers to a bulletin board or drawing board	fasten with thumbtacks	tack	thumbtack	Africa;Eurasia;South America	Indo-European	53	-1
10448	Mongolian	mong1331	mon	товхтой гар хадаас ; товхтой гар хадаасаар бэхэл	partial	instrument	action	n04431745	v01357656	a tack for attaching papers to a bulletin board or drawing board	fasten with thumbtacks	tack	thumbtack	Eurasia	Mongolic-Khitan	45.77047900000001	87.25413566666667
10450	Thai	thai1261	tha	ผูก ; เชือกผูก	partial	action	result	v01285440	n04433185	fasten or secure with a rope, string, or cord	a cord (or string or ribbon or wire etc.) with which something is tied	tie	tie	Eurasia	Tai-Kadai	14.192	100.671
10452	Thai	thai1261	tha	ผูก ; เชือกผูก	partial	action	result	v01354673	n04433185	connect, fasten, or put together two or more pieces	a cord (or string or ribbon or wire etc.) with which something is tied	connect	tie	Eurasia	Tai-Kadai	14.192	100.671
10454	Thai	thai1261	tha	ผูก ; เชือกผูก	partial	action	result	v01658444	n04433185	make by tying pieces together	a cord (or string or ribbon or wire etc.) with which something is tied	tie	tie	Eurasia	Tai-Kadai	14.192	100.671
10456	English	stan1293	eng	tie ; tie beam	partial	instrument	action	n04433377	v01658444	a horizontal beam used to prevent two other structural members from spreading apart or separating	make by tying pieces together	tie beam	tie	Africa;Eurasia;South America	Indo-European	53	-1
10458	English	stan1293	eng	tie ; crosstie	partial	instrument	action	n04433585	v01658444	one of the cross braces that support the rails on a railway track	make by tying pieces together	tie	tie	Africa;Eurasia;South America	Indo-European	53	-1
10459	English	stan1293	eng	kern	full	object	action	n03611169	v02366105	the part of a metal typeface that projects beyond its body	furnish with a kern	kern	kern	Africa;Eurasia;South America	Indo-European	53	-1
10461	Basque	basq1248	eus	baldosa ; baldosatu	partial	object	action	n04435378	v01338663	a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces	cover with tiles	tile	tile	Eurasia		43.2787	-1.31622
10462	Portuguese	port1283	por	ladrilho ; ladrilhar	partial	object	action	n04435378	v01338663	a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces	cover with tiles	tile	tile	Eurasia	Indo-European	39.91	-8.1
10463	Italian	ital1282	ita	piastrella ; piastrellare	partial	object	action	n04435378	v01338663	a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces	cover with tiles	tile	tile	Eurasia	Indo-European	43.0464	12.6489
10464	French	stan1290	fra	bois	full	substance	artifact	n12770736	n04436185	hard dark-colored heartwood of the ebony tree; used in cabinetwork and for piano keys	a beam made of wood	ebony	timber	Eurasia	Indo-European	48	2
10465	French	stan1290	fra	bois	full	substance	artifact	n15098161	n04436185	the hard fibrous lignified substance under the bark of trees	a beam made of wood	wood	timber	Eurasia	Indo-European	48	2
10466	Standard Malay	stan1306	zsm	kayu ; kayu-kayu	partial	substance	artifact	n15098161	n04436185	the hard fibrous lignified substance under the bark of trees	a beam made of wood	wood	timber	Eurasia	Austronesian	3.08896	101.699
10467	Standard Indonesian	indo1316	ind	kayu ; kayu-kayu	partial	substance	artifact	n15098161	n04436185	the hard fibrous lignified substance under the bark of trees	a beam made of wood	wood	timber	Papunesia	Austronesian	-7.33458	109.716
10468	Thai	thai1261	tha	ไม้ ; คานไม้	partial	substance	artifact	n15098161	n04436185	the hard fibrous lignified substance under the bark of trees	a beam made of wood	wood	timber	Eurasia	Tai-Kadai	14.192	100.671
10469	French	stan1290	fra	bois	full	substance	artifact	n12770736	n04436329	hard dark-colored heartwood of the ebony tree; used in cabinetwork and for piano keys	a post made of wood	ebony	timber	Eurasia	Indo-European	48	2
10470	French	stan1290	fra	bois	full	substance	artifact	n15098161	n04436329	the hard fibrous lignified substance under the bark of trees	a post made of wood	wood	timber	Eurasia	Indo-European	48	2
10471	Thai	thai1261	tha	ไม้ ; เสาไม้	partial	substance	artifact	n15098161	n04436329	the hard fibrous lignified substance under the bark of trees	a post made of wood	wood	timber	Eurasia	Tai-Kadai	14.192	100.671
10472	Finnish	finn1318	fin	puu ; puupylväs	partial	substance	artifact	n15098161	n04436329	the hard fibrous lignified substance under the bark of trees	a post made of wood	wood	timber	Eurasia	Uralic	64.7628	25.5577
10473	Japanese	nucl1643	jpn	木 ; 木杭	partial	substance	artifact	n15098161	n04436329	the hard fibrous lignified substance under the bark of trees	a post made of wood	wood	timber	Eurasia	Japonic	35	135
10474	Japanese	nucl1643	jpn	木 ; 木柱	partial	substance	artifact	n15098161	n04436329	the hard fibrous lignified substance under the bark of trees	a post made of wood	wood	timber	Eurasia	Japonic	35	135
10478	English	stan1293	eng	tin	full	substance	artifact	n14658855	n04439840	a silvery malleable metallic element that resists corrosion; used in many alloys and to coat other metals to prevent corrosion; obtained chiefly from cassiterite where it occurs as tin oxide	thin sheet metal (iron or steel) coated with tin to prevent rusting; used especially for cans and pots	atomic number 50	sheet metal	Africa;Eurasia;South America	Indo-European	53	-1
10479	Thai	thai1261	tha	ดีบุก ; แผ่นดีบุก	partial	substance	artifact	n14658855	n04439840	a silvery malleable metallic element that resists corrosion; used in many alloys and to coat other metals to prevent corrosion; obtained chiefly from cassiterite where it occurs as tin oxide	thin sheet metal (iron or steel) coated with tin to prevent rusting; used especially for cans and pots	atomic number 50	sheet metal	Eurasia	Tai-Kadai	14.192	100.671
10480	Finnish	finn1318	fin	tina ; tinaus	partial	substance	artifact	n14658855	n04439840	a silvery malleable metallic element that resists corrosion; used in many alloys and to coat other metals to prevent corrosion; obtained chiefly from cassiterite where it occurs as tin oxide	thin sheet metal (iron or steel) coated with tin to prevent rusting; used especially for cans and pots	atomic number 50	sheet metal	Eurasia	Uralic	64.7628	25.5577
10481	Romanian	roma1327	ron	cositor ; tablăcositorită	partial	substance	artifact	n14658855	n04439840	a silvery malleable metallic element that resists corrosion; used in many alloys and to coat other metals to prevent corrosion; obtained chiefly from cassiterite where it occurs as tin oxide	thin sheet metal (iron or steel) coated with tin to prevent rusting; used especially for cans and pots	atomic number 50	sheet metal	Eurasia	Indo-European	46.3913	24.2256
10484	Serbian-Croatian-Bosnian	sout1528	hbs	гума	full	substance	artifact	n15006258	n04440749	an elastic material obtained from the latex sap of trees (especially trees of the genera Hevea and Ficus) that can be vulcanized and finished into a variety of products	hoop that covers a wheel	caoutchouc	tire	Eurasia	Indo-European	44.15	18.81
10485	Serbian-Croatian-Bosnian	sout1528	hbs	guma	full	substance	artifact	n15006258	n04440749	an elastic material obtained from the latex sap of trees (especially trees of the genera Hevea and Ficus) that can be vulcanized and finished into a variety of products	hoop that covers a wheel	caoutchouc	tire	Eurasia	Indo-European	44.15	18.81
10486	Serbian-Croatian-Bosnian	sout1528	hrv	guma	full	substance	artifact	n15006258	n04440749	an elastic material obtained from the latex sap of trees (especially trees of the genera Hevea and Ficus) that can be vulcanized and finished into a variety of products	hoop that covers a wheel	caoutchouc	tire	Eurasia	Indo-European	44.15	18.81
10487	Slovenian	slov1268	slv	guma	full	substance	artifact	n15006258	n04440749	an elastic material obtained from the latex sap of trees (especially trees of the genera Hevea and Ficus) that can be vulcanized and finished into a variety of products	hoop that covers a wheel	caoutchouc	tire	Eurasia	Indo-European	46.2543	14.7766
10488	Hungarian	hung1274	hun	gumi	full	substance	artifact	n15006258	n04440749	an elastic material obtained from the latex sap of trees (especially trees of the genera Hevea and Ficus) that can be vulcanized and finished into a variety of products	hoop that covers a wheel	caoutchouc	tire	Eurasia	Uralic	46.9068585714	19.6555271429
10489	Norwegian Bokmål	norw1259	nob	gummi ; bilgummi	partial	substance	artifact	n15006258	n04440749	an elastic material obtained from the latex sap of trees (especially trees of the genera Hevea and Ficus) that can be vulcanized and finished into a variety of products	hoop that covers a wheel	caoutchouc	tire	Eurasia	Indo-European	61.112	8.886
10491	Italian	ital1282	ita	slittino ; andare in slittino	partial	instrument	action	n04443433	v01940034	a long narrow sled without runners; boards curve upward in front	move along on a luge or toboggan	toboggan	luge	Eurasia	Indo-European	43.0464	12.6489
10492	Finnish	finn1318	fin	pulkka ; pulkkailla	partial	instrument	action	n04443433	v01940034	a long narrow sled without runners; boards curve upward in front	move along on a luge or toboggan	toboggan	luge	Eurasia	Uralic	64.7628	25.5577
10493	Japanese	nucl1643	jpn	トボガン ; トボガン+する	partial	instrument	action	n04443433	v01940034	a long narrow sled without runners; boards curve upward in front	move along on a luge or toboggan	toboggan	luge	Eurasia	Japonic	35	135
10496	English	stan1293	eng	toggle ; toggle switch	partial	instrument	action	n04445952	v01475075	a hinged switch that can assume either of two positions	release by a toggle switch	on/off switch	toggle	Africa;Eurasia;South America	Indo-European	53	-1
10497	English	stan1293	eng	stool	full	substance	artifact	n14854262	n04446521	solid excretory product evacuated from the bowels	a plumbing fixture for defecation and urination	fecal matter	crapper	Africa;Eurasia;South America	Indo-European	53	-1
10499	English	stan1293	eng	crap ; crapper	partial	action	object	v00074038	n04446521	have a bowel movement	a plumbing fixture for defecation and urination	take a crap	crapper	Africa;Eurasia;South America	Indo-European	53	-1
10500	English	stan1293	eng	talcum	full	substance	artifact	n15066367	n04447276	a fine grained mineral having a soft soapy feel and consisting of hydrated magnesium silicate; used in a variety of products including talcum powder	a fine powder for spreading on the body (as after bathing)	talc	toilet powder	Africa;Eurasia;South America	Indo-European	53	-1
10501	English	stan1293	eng	talc	full	substance	artifact	n15066367	n04447276	a fine grained mineral having a soft soapy feel and consisting of hydrated magnesium silicate; used in a variety of products including talcum powder	a fine powder for spreading on the body (as after bathing)	talc	toilet powder	Africa;Eurasia;South America	Indo-European	53	-1
10502	Finnish	finn1318	fin	talkki ; kylpytalkki	partial	substance	artifact	n15066367	n04447276	a fine grained mineral having a soft soapy feel and consisting of hydrated magnesium silicate; used in a variety of products including talcum powder	a fine powder for spreading on the body (as after bathing)	talc	toilet powder	Eurasia	Uralic	64.7628	25.5577
10504	Japanese	nucl1643	jpn	トマホーク ; トマホーク+する	partial	instrument	action	n04449966	v01326424	weapon consisting of a fighting ax; used by North American Indians	kill with a tomahawk	hatchet	tomahawk	Eurasia	Japonic	35	135
10506	Japanese	nucl1643	jpn	トマホーク ; トマホーク+する	partial	instrument	action	n04449966	v01554519	weapon consisting of a fighting ax; used by North American Indians	cut with a tomahawk	hatchet	tomahawk	Eurasia	Japonic	35	135
10508	Thai	thai1261	tha	เครื่องมือ ; ขึ้นรูปด้วยเครื่องมือ	partial	instrument	action	n04451818	v01669547	an implement used in the practice of a vocation	work with a tool	tool	tool	Eurasia	Tai-Kadai	14.192	100.671
10510	Spanish	stan1288	spa	herramienta ; equipar con herramientas	partial	instrument	action	n04451818	v02338003	an implement used in the practice of a vocation	furnish with tools	tool	tool	Eurasia	Indo-European	40.4414	-1.11788
10516	German	stan1295	deu	torpedo ; torpedieren	partial	instrument	action	n04456472	v01137983	armament consisting of a long cylindrical self-propelled underwater projectile that detonates on contact with a target	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Indo-European	48.649	12.4676
10517	Portuguese	port1283	por	torpedo ; torpedear	partial	instrument	action	n04456472	v01137983	armament consisting of a long cylindrical self-propelled underwater projectile that detonates on contact with a target	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Indo-European	39.91	-8.1
10518	Italian	ital1282	ita	siluro ; silurare	partial	instrument	action	n04456472	v01137983	armament consisting of a long cylindrical self-propelled underwater projectile that detonates on contact with a target	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Indo-European	43.0464	12.6489
10519	Thai	thai1261	tha	ตอร์ปิโด ; ยิงตอร์ปิโด	partial	instrument	action	n04456472	v01137983	armament consisting of a long cylindrical self-propelled underwater projectile that detonates on contact with a target	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Tai-Kadai	14.192	100.671
10520	Thai	thai1261	tha	ตอร์ปิโด ; ปล่อยตอร์ปิโด	partial	instrument	action	n04456472	v01137983	armament consisting of a long cylindrical self-propelled underwater projectile that detonates on contact with a target	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Tai-Kadai	14.192	100.671
10521	Finnish	finn1318	fin	torpedo ; torpedoida	partial	instrument	action	n04456472	v01137983	armament consisting of a long cylindrical self-propelled underwater projectile that detonates on contact with a target	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Uralic	64.7628	25.5577
10522	Romanian	roma1327	ron	torpilă ; torpila	partial	instrument	action	n04456472	v01137983	armament consisting of a long cylindrical self-propelled underwater projectile that detonates on contact with a target	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Indo-European	46.3913	24.2256
10523	Volapük	vola1234	vol	torped ; torpedön	partial	instrument	action	n04456472	v01137983	armament consisting of a long cylindrical self-propelled underwater projectile that detonates on contact with a target	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Artificial Language	NA	NA
10526	Thai	thai1261	tha	ตอร์ปิโด ; ยิงตอร์ปิโด	partial	instrument	action	n04456734	v01137983	a small explosive device that is placed on a railroad track and fires when a train runs over it; the sound of the explosion warns the engineer of danger ahead	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Tai-Kadai	14.192	100.671
10527	Thai	thai1261	tha	ตอร์ปิโด ; ปล่อยตอร์ปิโด	partial	instrument	action	n04456734	v01137983	a small explosive device that is placed on a railroad track and fires when a train runs over it; the sound of the explosion warns the engineer of danger ahead	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Tai-Kadai	14.192	100.671
10528	Romanian	roma1327	ron	torpilă ; torpila	partial	instrument	action	n04456734	v01137983	a small explosive device that is placed on a railroad track and fires when a train runs over it; the sound of the explosion warns the engineer of danger ahead	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Indo-European	46.3913	24.2256
10531	Thai	thai1261	tha	ตอร์ปิโด ; ยิงตอร์ปิโด	partial	instrument	action	n04457157	v01137983	an explosive device that is set off in an oil well (or a gas well) to start or to increase the flow of oil (or gas)	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Tai-Kadai	14.192	100.671
10532	Thai	thai1261	tha	ตอร์ปิโด ; ปล่อยตอร์ปิโด	partial	instrument	action	n04457157	v01137983	an explosive device that is set off in an oil well (or a gas well) to start or to increase the flow of oil (or gas)	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Tai-Kadai	14.192	100.671
10533	Finnish	finn1318	fin	torpedo ; torpedoida	partial	instrument	action	n04457157	v01137983	an explosive device that is set off in an oil well (or a gas well) to start or to increase the flow of oil (or gas)	attack or hit with torpedoes	torpedo	torpedo	Eurasia	Uralic	64.7628	25.5577
10536	Mongolian	mong1331	mon	алчуур ; алчуураар арч	partial	object	action	n04459362	v01394335	a rectangular piece of absorbent cloth (or paper) for drying or wiping	wipe with a towel	towel	towel	Eurasia	Mongolic-Khitan	45.77047900000001	87.25413566666667
10537	Basque	basq1248	eus	eskuoihal ; eskuoihalaz garbitu	partial	object	action	n04459362	v01394335	a rectangular piece of absorbent cloth (or paper) for drying or wiping	wipe with a towel	towel	towel	Eurasia		43.2787	-1.31622
10538	Spanish	stan1288	spa	toalla ; pasar una toalla	partial	object	action	n04459362	v01394335	a rectangular piece of absorbent cloth (or paper) for drying or wiping	wipe with a towel	towel	towel	Eurasia	Indo-European	40.4414	-1.11788
10539	Thai	thai1261	tha	ผ้าขนหนู ; เช็ดด้วยผ้าขนหนู	partial	object	action	n04459362	v01394335	a rectangular piece of absorbent cloth (or paper) for drying or wiping	wipe with a towel	towel	towel	Eurasia	Tai-Kadai	14.192	100.671
10540	Finnish	finn1318	fin	pyyhe ; pyyhkiä	partial	object	action	n04459362	v01394335	a rectangular piece of absorbent cloth (or paper) for drying or wiping	wipe with a towel	towel	towel	Eurasia	Uralic	64.7628	25.5577
10541	Basque	basq1248	eus	udal	full	building	people	n04461437	n08225736	a government building that houses administrative offices of a town government	the government of a municipality	town hall	municipal government	Eurasia		43.2787	-1.31622
10542	Basque	basq1248	eus	udaletxe	full	building	people	n04461437	n08225736	a government building that houses administrative offices of a town government	the government of a municipality	town hall	municipal government	Eurasia		43.2787	-1.31622
10543	Spanish	stan1288	spa	ayuntamiento	full	building	people	n04461437	n08225736	a government building that houses administrative offices of a town government	the government of a municipality	town hall	municipal government	Eurasia	Indo-European	40.4414	-1.11788
10544	Catalan	stan1289	cat	ajuntament	full	building	people	n04461437	n08225736	a government building that houses administrative offices of a town government	the government of a municipality	town hall	municipal government	Eurasia	Indo-European	41.453	1.569
10545	Slovenian	slov1268	slv	občina	full	building	people	n04461437	n08225736	a government building that houses administrative offices of a town government	the government of a municipality	town hall	municipal government	Eurasia	Indo-European	46.2543	14.7766
10546	Basque	basq1248	eus	udal ; udaletxe	partial	building	people	n04461437	n08225736	a government building that houses administrative offices of a town government	the government of a municipality	town hall	municipal government	Eurasia		43.2787	-1.31622
10547	Basque	basq1248	eus	udal ; udaletxe	partial	building	people	n04461437	n08225736	a government building that houses administrative offices of a town government	the government of a municipality	town hall	municipal government	Eurasia		43.2787	-1.31622
10548	Italian	ital1282	ita	municipio ; municipalità	partial	building	people	n04461437	n08225736	a government building that houses administrative offices of a town government	the government of a municipality	town hall	municipal government	Eurasia	Indo-European	43.0464	12.6489
10551	English	stan1293	eng	rail ; rails	partial	instrument	action	n04463679	v01936537	a bar or pair of parallel bars of rolled steel making the railway along which railroad cars or other vehicles can roll	travel by rail or train	railroad track	rail	Africa;Eurasia;South America	Indo-European	53	-1
10553	English	stan1293	eng	rail ; rails	partial	instrument	action	n04463679	v01954559	a bar or pair of parallel bars of rolled steel making the railway along which railroad cars or other vehicles can roll	convey (goods etc.) by rails	railroad track	rail	Africa;Eurasia;South America	Indo-European	53	-1
10555	Thai	thai1261	tha	ราง ; ทำราง	partial	object	action	n04463983	v01618468	a pair of parallel rails providing a runway for wheels	make tracks upon	track	track	Eurasia	Tai-Kadai	14.192	100.671
10556	Thai	thai1261	tha	ราง ; สร้างราง	partial	object	action	n04463983	v01618468	a pair of parallel rails providing a runway for wheels	make tracks upon	track	track	Eurasia	Tai-Kadai	14.192	100.671
10558	English	stan1293	eng	train ; railroad train	partial	instrument	action	n04468005	v01936537	public transport provided by a line of railway cars coupled together and drawn by a locomotive	travel by rail or train	train	rail	Africa;Eurasia;South America	Indo-European	53	-1
10559	Spanish	stan1288	spa	ferrocarril ; andar en ferrocarril	partial	instrument	action	n04468005	v01936537	public transport provided by a line of railway cars coupled together and drawn by a locomotive	travel by rail or train	train	rail	Eurasia	Indo-European	40.4414	-1.11788
10560	Spanish	stan1288	spa	tren ; andar en tren	partial	instrument	action	n04468005	v01936537	public transport provided by a line of railway cars coupled together and drawn by a locomotive	travel by rail or train	train	rail	Eurasia	Indo-European	40.4414	-1.11788
10561	Catalan	stan1289	cat	tren ; anar en tren	partial	instrument	action	n04468005	v01936537	public transport provided by a line of railway cars coupled together and drawn by a locomotive	travel by rail or train	train	rail	Eurasia	Indo-European	41.453	1.569
10562	Thai	thai1261	tha	รถไฟ ; ขึ้นรถไฟ	partial	instrument	action	n04468005	v01936537	public transport provided by a line of railway cars coupled together and drawn by a locomotive	travel by rail or train	train	rail	Eurasia	Tai-Kadai	14.192	100.671
10563	Thai	thai1261	tha	รถไฟ ; นั่งรถไฟ	partial	instrument	action	n04468005	v01936537	public transport provided by a line of railway cars coupled together and drawn by a locomotive	travel by rail or train	train	rail	Eurasia	Tai-Kadai	14.192	100.671
10564	Thai	thai1261	tha	รถไฟ ; โดยสารรถไฟ	partial	instrument	action	n04468005	v01936537	public transport provided by a line of railway cars coupled together and drawn by a locomotive	travel by rail or train	train	rail	Eurasia	Tai-Kadai	14.192	100.671
10567	English	stan1293	eng	tram ; tramcar	partial	instrument	action	n04468847	v01945183	a four-wheeled wagon that runs on tracks in a mine	travel by tram	tramcar	tram	Africa;Eurasia;South America	Indo-European	53	-1
10568	Thai	thai1261	tha	รถราง ; เดินทางด้วยรถราง	partial	instrument	action	n04468847	v01945183	a four-wheeled wagon that runs on tracks in a mine	travel by tram	tramcar	tram	Eurasia	Tai-Kadai	14.192	100.671
10570	English	stan1293	eng	trammel ; trammel net	partial	instrument	action	n04469345	v01480770	a fishing net with three layers; the outer two are coarse mesh and the loose inner layer is fine mesh	catch in or as if in a trap	trammel net	trammel	Africa;Eurasia;South America	Indo-European	53	-1
